ANO_DEL_REPORTE_DE_INFORMACION,FECHA_DE_REPORTE_DE_LA_INFORMACIÓN,UBIGEO_DE_SU_UBICACIÓN_GEOGRÁFICA_SEGÚN_EL_INEI,DEPARTAMENTO_DEL_CENTRO_DE_ATENCIÓN,PROVINCIA_DEL_CENTRO_DE_ATENCIÓN,DISTRITO_DEL_CENTRO_DE_ATENCIÓN,CODIGO_DEL_CAR,NOMBRE_DEL_CEDIF,NUM_DE_CEDIF,NUM_DE_POBLACION_ATENDIDA_-_TOTAL,NUM_DE_POBLACION_ATENDIDA_-_HOMBRES,NUM_DE_POBLACION_ATENDIDA_-_MUJERES,NUM_DE_POBLACION_ATENDIDA_-_1_11-_TOTAL,NUM_DE_POBLACION_ATENDIDA_-_1_11_-_HOMBRES,NUM_DE_POBLACION_ATENDIDA_-_1_11_-_MUJERES,NUM_DE_POBLACION_ATENDIDA_-_12_17_-_TOTAL,NUM_DE_POBLACION_ATENDIDA_-_12_17_-_HOMBRES,NUM_DE_POBLACION_ATENDIDA_-_12_17_-_MUJERES,NUM_DE_POBLACION_ATENDIDA_-_18_25_-_TOTAL,NUM_DE_POBLACION_ATENDIDA_-_18_25_-_HOMBRES,NUM_DE_POBLACION_ATENDIDA_-_18_25_-_MUJERES,NUM_DE_POBLACION_ATENDIDA_-_26_59_-_TOTAL,NUM_DE_POBLACION_ATENDIDA_-_26_59_-_HOMBRES,NUM_DE_POBLACION_ATENDIDA_-_26_59_-_MUJERES,NUM_DE_POBLACION_ATENDIDA_-_60_MAS_-_TOTAL,NUM_DE_POBLACION_ATENDIDA_-_60_MAS_-_HOMBRES,NUM_DE_POBLACION_ATENDIDA_-_60_MAS_-_MUJERES
2021,44576,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,131100,YURIMAGUAS,1,327,170,157,173,96,77,83,53,30,2,2,0,,,,69,19,50
2021,44576,210401,PUNO,CHUCUITO,JULI,131500,JULI,1,261,115,146,116,51,65,110,47,63,1,1,0,,,,34,16,18
2021,44576,230101,TACNA,TACNA,TACNA,131600,CABITOS,1,320,162,158,210,102,108,58,25,33,2,2,0,,,,50,33,17
2021,44576,230101,TACNA,TACNA,TACNA,131700,ROSA CODA MATORELL,1,218,112,106,153,73,80,29,19,10,1,1,0,,,,35,19,16
2021,44576,10201,AMAZONAS,BAGUA,BAGUA,131900,BAGUA,1,194,101,93,85,42,43,71,34,37,2,1,1,,,,35,24,11
2021,44576,90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,132000,CASTROVIRREYNA,1,348,157,191,197,100,97,101,42,59,8,3,5,,,,42,12,30
2021,44576,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,133000,CAJAMARCA,1,184,103,81,111,63,48,71,40,31,2,0,2,,,,0,0,0
2021,44576,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,134000,TAMBOPATA,1,52,31,21,37,22,15,15,9,6,0,0,0,,,,0,0,0
2022,44910,150110,LIMA METROPOLITANA,LIMA,COMAS,120100,ANO NUEVO,1,517,268,249,351,176,175,82,45,37,,,,,,,84,47,37
2022,44910,150110,LIMA METROPOLITANA,LIMA,COMAS,120200,COLLIQUE,1,317,159,158,192,97,95,72,36,36,,,,,,,53,26,27
2022,44910,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,120300,DALIAS,1,749,397,352,472,251,221,201,108,93,,,,,,,75,37,38
2022,44910,150143,LIMA METROPOLITANA,LIMA,VILLA MARÍA DEL TRIUNFO,120400,ROSA DE LIMA,1,523,275,248,366,202,164,88,41,47,,,,,,,69,32,37
2022,44910,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,120500,PAMPLONA ALTA,1,556,285,271,426,233,193,73,27,46,,,,,,,57,25,32
2022,44910,150101,LIMA METROPOLITANA,LIMA,LIMA,120600,PESTALOZZI,1,314,150,164,190,99,91,64,30,34,,,,,,,60,21,39
2022,44910,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,120800,SÁNCHEZ ARTEAGA,1,237,95,142,123,63,60,21,12,9,,,,,,,93,20,73
2022,44910,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,120900,SANTA BERNARDITA,1,161,66,95,118,50,68,14,5,9,,,,,,,29,11,18
2022,44910,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,121000,TAHUANTINSUYO,1,614,331,283,379,207,172,98,48,50,,,,,,,135,74,61
2022,44910,150102,LIMA METROPOLITANA,LIMA,ANCÓN,121100,TURQUEZAS,1,947,459,488,569,280,289,249,120,129,,,,,,,129,59,70
2022,44910,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,121200,SAN JUDAS TADEO,1,286,130,156,197,96,101,40,18,22,,,,,,,48,15,33
2022,44910,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,121300,VILLA HERMOSA,1,345,164,181,263,126,137,42,21,21,,,,,,,40,17,23
2022,44910,20101,ÁNCASH,HUARAZ,HUARAZ,130100,HUARÁZ,1,392,183,209,266,126,140,87,43,44,,,,,,,39,14,25
2022,44910,50101,AYACUCHO,HUAMANGA,AYACUCHO,130200,AYACUCHO,1,676,331,345,241,123,118,261,133,128,,,,,,,174,75,99
2022,44910,110301,ICA,NASCA,NASCA,130600,MAGDALENA ROBLES CANALES,1,245,129,116,139,74,65,63,24,39,,,,,,,43,31,12
2022,44910,120305,JUNÍN,CHANCHAMAYO,SAN RAMÓN,130700,SAN RAMÓN,1,200,101,99,106,50,56,59,27,32,,,,,,,35,24,11
2022,44910,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,131100,YURIMAGUAS,1,429,231,198,239,136,103,121,74,47,,,,,,,69,21,48
2022,44910,210401,PUNO,CHUCUITO,JULI,131500,JULI,1,261,127,134,112,49,63,98,48,50,,,,,,,51,30,21
2022,44910,230101,TACNA,TACNA,TACNA,131600,CABITOS,1,378,183,195,238,114,124,81,35,46,,,,,,,59,34,25
2022,44910,230101,TACNA,TACNA,TACNA,131700,ROSA CODA MATORELL,1,329,171,158,222,104,118,47,30,17,,,,,,,60,37,23
2022,44910,10201,AMAZONAS,BAGUA,BAGUA,131900,BAGUA,1,313,151,162,162,70,92,109,55,54,,,,,,,42,26,16
2022,44910,90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,132000,CASTROVIRREYNA,1,266,117,149,148,76,72,80,29,51,,,,,,,38,12,26
2022,44910,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,133000,CAJAMARCA,1,335,194,141,223,128,95,112,66,46,,,,,,,0,0,0
2022,44910,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,134000,TAMBOPATA,1,71,43,28,51,29,22,20,14,6,,,,,,,0,0,0
